Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
23/12/2009,Adelaide,24.4,38.3,0,9.4,3.6,NW,52,N,NW,26,11,11,13,1006.9,1003.2,NA,NA,33.4,36.3,No,No
24/12/2009,Adelaide,21.7,24.8,0.2,8,4.9,WSW,46,WNW,S,13,19,72,57,1007.3,1009.5,NA,NA,22.5,22,No,No
25/12/2009,Adelaide,14.2,23.8,0,6.2,10.9,S,35,SE,SSE,9,17,48,34,1018.2,1016.7,NA,NA,17.4,23.4,No,No
26/12/2009,Adelaide,13,27.9,0,NA,13.6,W,37,SSE,SE,4,7,52,37,1019.9,1016.8,NA,NA,18.1,26.1,No,No
27/12/2009,Adelaide,15.6,29.8,0,NA,11.1,SW,33,SSW,WSW,4,17,56,25,1018.1,1015.7,NA,NA,20.6,28.6,No,No
28/12/2009,Adelaide,15.6,33.9,0,21.2,13.9,WSW,35,WSW,WSW,2,19,34,24,1018.9,1017.5,NA,NA,23.4,30.2,No,No
29/12/2009,Adelaide,19.1,35.6,0,9.6,13.1,W,31,WSW,WSW,7,15,28,19,1021,1018.1,NA,NA,25.1,34.8,No,No
30/12/2009,Adelaide,22.2,39.5,0,NA,13.6,SW,33,NE,SW,13,24,18,9,1015.7,1011.1,NA,NA,32.3,38.2,No,No
31/12/2009,Adelaide,26.7,41.6,0,22.2,12.8,W,44,N,WNW,17,20,33,19,1009.1,1005,NA,NA,32.8,40.7,No,No
01/01/2010,Adelaide,17.6,28.1,0,NA,NA,WSW,41,SSE,WSW,7,15,57,45,1009.8,1008.3,NA,NA,21.3,27,No,No
02/01/2010,Adelaide,16.5,23.4,0,NA,NA,WSW,48,SSW,SW,17,26,46,42,1017.6,1017.1,NA,NA,18.1,23,No,No
03/01/2010,Adelaide,15.2,25.2,0,NA,10.5,WSW,43,SSE,SW,11,24,50,40,1022.6,1019,NA,NA,17.3,22.3,No,No
04/01/2010,Adelaide,14.1,31.3,0,32.8,13.7,WSW,30,NA,W,0,13,46,17,1017.1,1013.9,NA,NA,20.9,29.6,No,No
05/01/2010,Adelaide,15.1,32,0,8,13.7,SSE,31,S,WSW,7,17,44,17,1016,1014.7,NA,NA,22.6,31.5,No,No
06/01/2010,Adelaide,15.7,33.6,0,8.8,13.7,SSE,31,WSW,NA,2,NA,37,NA,1017.6,NA,NA,NA,23.7,NA,No,No
07/01/2010,Adelaide,16.6,35.1,0,9.6,13.7,ESE,31,E,W,4,20,21,10,1015.3,1012.6,NA,NA,27.4,34.4,No,No
08/01/2010,Adelaide,26.7,41,0,11.8,NA,NNW,35,NNE,WSW,13,17,13,7,1013.8,1011.1,NA,NA,31.9,39.3,No,No
09/01/2010,Adelaide,21.6,41.3,0,NA,NA,ESE,41,WNW,SW,6,13,20,7,1013.8,1012.8,NA,NA,31.5,40.4,No,No
10/01/2010,Adelaide,25.6,42,0,NA,12.7,SE,39,NA,WSW,0,13,26,17,1014.7,1011.8,NA,NA,32.5,41.3,No,No
11/01/2010,Adelaide,28.9,42.8,0,36,10.3,N,57,NE,WNW,11,28,24,14,1008.7,1004.2,NA,NA,35.5,40.1,No,Yes
12/01/2010,Adelaide,20.7,22.9,5,11.2,1.6,SW,35,SW,S,15,15,95,60,1008.3,1011.6,NA,NA,20.9,21.4,Yes,Yes
13/01/2010,Adelaide,14.4,25.6,3.8,4.2,12.4,SE,35,S,SSE,9,15,47,33,1020.2,1017.6,NA,NA,19.3,25.2,Yes,No
14/01/2010,Adelaide,14,27.7,0,6.2,7.8,WSW,35,E,WSW,15,20,49,38,1020.9,1018,NA,NA,18.8,24.4,No,No
15/01/2010,Adelaide,15.1,31.8,0,7.8,NA,W,28,WNW,W,7,13,51,19,1016.4,1013.1,NA,NA,20.9,29.5,No,No
16/01/2010,Adelaide,17.4,25,0,NA,NA,SSW,48,SSW,WSW,17,26,58,53,1013.2,1013.7,NA,NA,21,23.4,No,No
17/01/2010,Adelaide,15.6,22.3,0,NA,10.6,SW,57,SSW,SW,15,31,63,33,1017.3,1016.9,NA,NA,17.7,20.7,No,No
18/01/2010,Adelaide,14.3,22.4,0,23.4,NA,WSW,46,S,WSW,13,20,57,35,1018.4,1017.5,NA,NA,16.3,22.2,No,No
19/01/2010,Adelaide,11.2,26.8,0,7,12.8,W,28,SW,WSW,4,15,55,38,1018.1,1014.8,NA,NA,16.4,23.9,No,No
20/01/2010,Adelaide,15.5,32.1,0,6.8,10.4,WSW,31,NNE,WSW,9,17,38,14,1013.2,1011.7,NA,NA,22,31.3,No,No
21/01/2010,Adelaide,22,40.2,0,10.2,10.3,WNW,33,NE,WSW,15,7,27,10,1008.5,1005.6,NA,NA,28.6,37.6,No,No
22/01/2010,Adelaide,28.6,33.6,0,11.2,NA,SW,48,NNE,SW,17,24,9,55,1002.6,1005.9,NA,NA,31.9,26,No,No
23/01/2010,Adelaide,17.6,27.7,0,NA,NA,W,37,S,SSE,13,11,56,38,1016.6,1014.7,NA,NA,19.3,25.2,No,No
24/01/2010,Adelaide,14.8,30.2,0,NA,13.1,WSW,28,NW,WSW,9,15,56,37,1016,1012.9,NA,NA,20.1,27,No,No
25/01/2010,Adelaide,15.8,33.3,0,20,NA,WNW,24,SW,W,6,15,44,18,1013.3,1009.7,NA,NA,22.2,32.5,No,No
26/01/2010,Adelaide,18.8,33.5,0,NA,12.4,SE,31,SW,SE,13,9,35,20,1013.1,1011.7,NA,NA,24.5,32.2,No,No
27/01/2010,Adelaide,18.3,33.4,0,15.2,7.7,S,41,ENE,NW,7,19,55,32,1015.3,1012.2,NA,NA,22.4,32.1,No,No
28/01/2010,Adelaide,19.4,32.5,0.4,5.4,12.2,SSE,33,NE,SW,9,15,31,32,1009.9,1008.9,NA,NA,25.8,29.9,No,No
29/01/2010,Adelaide,14.7,28.3,0,8.8,NA,SE,35,SSE,ESE,11,13,54,31,1016.5,1014.4,NA,NA,18.5,26.9,No,No
30/01/2010,Adelaide,18.3,36.1,0,NA,NA,WSW,31,E,W,11,11,33,15,1012.9,1009.2,NA,NA,24.5,34.2,No,No
31/01/2010,Adelaide,21,31.4,0,NA,12.5,SSE,44,SW,WSW,13,28,42,40,1008.6,1009.3,NA,NA,25.4,28.9,No,No
01/02/2010,Adelaide,15.5,31.9,0,25.4,7.4,SE,30,SE,WSW,15,7,50,23,1015.5,1011.3,NA,NA,18.7,31.1,No,No
02/02/2010,Adelaide,18.7,33.9,0,7.4,4.2,ENE,39,SSW,SW,2,11,43,31,1010.6,1008.6,NA,NA,25.3,31.1,No,Yes
03/02/2010,Adelaide,21.5,34.3,3,6.2,2.3,NNE,26,NNE,W,2,17,63,39,1007.2,1004.9,NA,NA,24.6,31.7,Yes,No
04/02/2010,Adelaide,21.9,29.6,1,5.4,7.3,SW,52,SW,WSW,9,20,72,51,1008.7,1008.1,NA,NA,24.3,27.6,No,No
05/02/2010,Adelaide,15.4,24.4,0,7.2,12.8,SSE,43,SSE,SSE,19,19,50,30,1018.5,1018.1,NA,NA,18,23.1,No,No
06/02/2010,Adelaide,13.6,28.4,0,NA,13,W,30,NA,WSW,0,19,55,31,1021.6,1018.5,NA,NA,17.3,26.4,No,No
07/02/2010,Adelaide,15.5,35,0,NA,12.7,SW,33,NNE,WSW,2,15,35,17,1018.1,1016.9,NA,NA,24.2,33,No,No
08/02/2010,Adelaide,24,38.1,0,23.4,13,SE,39,NNE,WSW,9,19,36,24,1018,1016,NA,NA,32.4,37.4,No,No
09/02/2010,Adelaide,26.8,39,0,11.6,12.5,ESE,43,NE,SW,13,17,36,23,1017.4,1015.7,NA,NA,32.8,38.5,No,No
10/02/2010,Adelaide,26,38.6,0,10.6,11.9,ESE,33,N,WSW,2,17,36,28,1017,1013.9,NA,NA,31.4,36.8,No,No
11/02/2010,Adelaide,23.4,29,0,11,0.9,SE,33,NE,SSW,7,6,60,79,1013,1014.5,NA,NA,26.9,21.2,No,Yes
12/02/2010,Adelaide,17.2,28.8,1.6,1.6,11.4,SW,37,SE,WSW,9,24,63,45,1014.9,1011.8,NA,NA,20.1,27.2,Yes,No
13/02/2010,Adelaide,17.3,31,0,NA,11,WSW,33,ENE,SW,4,17,56,33,1010.2,1007.4,NA,NA,22.6,29.6,No,No
14/02/2010,Adelaide,19.2,29.4,0,NA,12.9,SSE,43,NNE,S,4,20,48,19,1010.2,1010.3,NA,NA,23.6,28.6,No,No
15/02/2010,Adelaide,18.2,26.1,0,22.6,9.8,SSE,39,S,S,15,20,66,51,1016.3,1015.4,NA,NA,20.3,24.9,No,No
16/02/2010,Adelaide,17.4,32.4,0,5.2,13,SW,31,N,SW,2,17,62,36,1015.9,1014.2,NA,NA,22.5,30.9,No,No
17/02/2010,Adelaide,20.3,31.8,0,8,12.8,SE,46,WSW,SSW,7,19,37,28,1017.2,1017.2,NA,NA,25.4,30.3,No,No
18/02/2010,Adelaide,19.5,32.8,0,9.8,12.8,ESE,37,SE,ESE,7,15,40,24,1021.2,1019,NA,NA,24,31.6,No,No
19/02/2010,Adelaide,18.5,36.6,0,11.4,12.5,SW,26,SSE,W,6,13,38,18,1018.8,1015.5,NA,NA,25.1,35.4,No,No
20/02/2010,Adelaide,23.1,36.5,0,NA,6.9,NW,54,N,NNW,13,28,26,23,1012,1009.6,NA,NA,29.6,35.3,No,No
21/02/2010,Adelaide,20.4,26.2,0,NA,9.8,SW,30,SW,WSW,9,13,70,51,1013.8,1012.4,NA,NA,21.4,26,No,No
22/02/2010,Adelaide,18.1,25.3,0,20.6,11.3,SW,41,WSW,SW,15,22,63,40,1016.3,1017.1,NA,NA,20.4,24,No,No
23/02/2010,Adelaide,14.8,27.2,0,6.4,12.4,ESE,41,SE,SE,11,9,47,22,1023.3,1020.4,NA,NA,16.7,25.2,No,No
24/02/2010,Adelaide,14.9,30.7,0,6.2,12.4,SE,44,NNW,WSW,2,17,49,25,1021.4,1019.6,NA,NA,20.5,28.4,No,No
25/02/2010,Adelaide,19.6,32.3,0,8.6,12,ESE,48,ENE,WSW,11,17,25,22,1021.6,1019.5,NA,NA,24.2,31,No,No
26/02/2010,Adelaide,18.6,36.2,0,7.8,11.9,SW,31,WSW,WSW,2,15,39,12,1017.9,1015,NA,NA,24.7,35.7,No,No
27/02/2010,Adelaide,18.5,29.4,0,NA,12.4,SE,41,SE,SSE,17,20,57,32,1018.4,1017,NA,NA,21.5,28.4,No,No
28/02/2010,Adelaide,15.1,23.5,0,NA,12.1,SE,50,SE,SSE,19,19,51,35,1021.5,1020.4,NA,NA,17.1,22.7,No,No
01/03/2010,Adelaide,13.6,22.7,0,23.4,11.4,ESE,52,SSE,SE,19,26,50,30,1023.6,1019.7,NA,NA,15.4,21.8,No,No
02/03/2010,Adelaide,13.1,27.5,0,7.2,12.1,SE,48,SE,SE,19,15,51,26,1020.4,1016.9,NA,NA,16.1,26.6,No,No
03/03/2010,Adelaide,16.1,30.3,0,6.2,12.1,ENE,35,SSW,WSW,4,20,47,23,1016.4,1012.3,NA,NA,22.2,29.7,No,No
04/03/2010,Adelaide,18.7,34,0,7,11.5,NNE,31,NW,WSW,6,13,39,23,1008.9,1005.7,NA,NA,23.8,31.5,No,No
05/03/2010,Adelaide,18,26,0,7.6,11.8,WNW,39,NNE,W,11,13,67,47,1006.6,1006.3,NA,NA,21.2,25,No,Yes
06/03/2010,Adelaide,16.3,24.5,1.6,NA,5.9,NW,43,N,WNW,9,17,59,37,1010.1,1007.2,NA,NA,17.5,22.8,Yes,Yes
07/03/2010,Adelaide,13.8,23.9,6.6,NA,6,E,37,ENE,ESE,13,17,56,44,1009.1,1006.8,NA,NA,17,23.1,Yes,No
08/03/2010,Adelaide,16.4,21.1,0.4,NA,0.3,W,52,WSW,WSW,20,30,68,68,1008.3,1010.4,NA,NA,18.3,20.1,No,Yes
09/03/2010,Adelaide,14.3,22,1.6,16.4,7.8,SW,39,S,SW,11,20,75,36,1021.2,1022.5,NA,NA,16.8,21.6,Yes,No
10/03/2010,Adelaide,13.8,19.8,0,4.8,4.6,SE,33,S,SSE,6,13,54,41,1030.7,1030.7,NA,NA,15.7,18.9,No,No
11/03/2010,Adelaide,11.9,23,0,3.4,10.6,ESE,39,ESE,SE,13,17,61,31,1034.8,1031.4,NA,NA,15.1,21.9,No,No
12/03/2010,Adelaide,14.2,28.8,0,6,10.2,SE,43,NNE,E,9,17,49,27,1032.1,1029.3,NA,NA,20.4,27.5,No,No
13/03/2010,Adelaide,20.2,31.8,0,NA,9.4,E,39,ENE,E,15,7,35,25,1029.3,1025.7,NA,NA,23.9,29.4,No,No
14/03/2010,Adelaide,22.4,28.9,0,NA,1.7,NE,35,NE,SW,17,7,33,43,1024.1,1021.8,NA,NA,24.3,25.8,No,No
15/03/2010,Adelaide,17.1,32.1,0,16,11.2,NA,NA,NNE,NA,7,NA,40,35,1021.2,NA,NA,NA,24,30.8,No,No
16/03/2010,Adelaide,16.5,34.9,0,5.8,8.2,NW,35,NA,WNW,0,13,46,22,1020.6,1018.3,NA,NA,20.6,34.5,No,No
17/03/2010,Adelaide,20.6,36,0,6.6,3.9,NW,31,NE,W,7,17,41,18,1021,1019.5,NA,NA,25,34.7,No,No
18/03/2010,Adelaide,22.6,35.6,0,5.8,6.3,WNW,44,NE,WSW,9,26,41,32,1020.4,1017.1,NA,NA,25.6,31.9,No,Yes
19/03/2010,Adelaide,19,26.9,2.2,5.4,9.3,WSW,26,SSW,SW,11,11,88,58,1020,1019.2,NA,NA,20.8,25.1,Yes,No
20/03/2010,Adelaide,16,28.5,0,NA,9.4,WSW,26,N,SW,9,15,74,38,1021.8,1019.9,NA,NA,18.6,26.8,No,No
21/03/2010,Adelaide,17.6,29.5,0.4,NA,10.8,WSW,46,NNW,WSW,6,19,68,37,1023.5,1021.5,NA,NA,20.1,28.8,No,No
22/03/2010,Adelaide,12.8,23.9,0,14.8,10.9,WSW,30,ESE,WSW,9,15,62,44,1025,1022.6,NA,NA,16.1,22.9,No,No
23/03/2010,Adelaide,10.4,24.9,0,3.8,10.9,WSW,28,ESE,SW,7,9,58,37,1025.7,1023.4,NA,NA,15.5,24,No,No
24/03/2010,Adelaide,11.5,29.2,0,5,10.9,WSW,24,NA,WSW,0,9,64,28,1025.1,1021,NA,NA,15.9,28.5,No,No
25/03/2010,Adelaide,14.1,33.7,0,4,10.4,N,28,NE,NW,6,15,50,11,1019.3,1016.7,NA,NA,19.3,32.6,No,No
26/03/2010,Adelaide,14.8,33.3,0,6,6.9,WSW,28,S,SSW,2,13,37,34,1018.3,1016.2,NA,NA,21.9,27.7,No,No
27/03/2010,Adelaide,19.8,29.1,0,NA,1.7,ENE,33,ESE,E,2,13,58,39,1017.5,1015.1,NA,NA,21,26.5,No,No
28/03/2010,Adelaide,21,22.6,0.2,NA,0,SW,28,NA,NNE,0,6,70,90,1011.5,1011.2,NA,NA,22.3,19,No,Yes
29/03/2010,Adelaide,18.1,24.2,6,9.2,9.5,WSW,41,SSW,SW,9,19,74,52,1016.6,1017.3,NA,NA,19.7,23.3,Yes,No
30/03/2010,Adelaide,13.5,24.2,0,4.6,10.1,ESE,30,SE,SE,9,15,71,36,1024.6,1022.3,NA,NA,16.5,23.5,No,No
31/03/2010,Adelaide,13.2,27,0,4.6,10.8,WSW,26,ENE,SW,9,9,50,31,1022,1018.9,NA,NA,18.1,26.5,No,No
01/04/2010,Adelaide,14.1,29,0,5,9.7,SE,30,NA,WSW,0,11,55,28,1020.8,1018.6,NA,NA,17.6,28.5,No,No
02/04/2010,Adelaide,16.1,26.7,0,NA,10.8,ESE,52,ESE,SE,9,9,54,33,1021.8,1019.2,NA,NA,17.7,26,No,No
03/04/2010,Adelaide,14.7,25,0,NA,7.1,ESE,54,W,S,4,9,55,33,1022.4,1019.3,NA,NA,15.3,24.2,No,No
04/04/2010,Adelaide,15.2,28.4,0,NA,8.7,SW,24,NNE,SW,11,15,35,28,1017.8,1013.9,NA,NA,22.1,27.2,No,No
05/04/2010,Adelaide,19.4,32.2,0,NA,5.7,N,44,NE,WSW,7,13,34,19,1013.4,1008.5,NA,NA,23.4,30.5,No,Yes
06/04/2010,Adelaide,17.7,24.2,34,24.4,6.7,NE,35,N,W,9,20,95,58,1007.8,1006.4,NA,NA,18.1,22.5,Yes,No
07/04/2010,Adelaide,16.9,22.2,0.2,2.4,1,WNW,39,N,WNW,13,19,83,63,1012.2,1013.1,NA,NA,18.9,21.3,No,No
08/04/2010,Adelaide,16.9,24.5,0,2.2,8,E,39,SSE,SW,9,9,68,57,1020.3,1017.1,NA,NA,19.7,22.8,No,Yes
09/04/2010,Adelaide,17.6,22.9,6,3.8,1.9,ENE,35,NNE,SW,7,15,94,73,1011.7,1009.5,NA,NA,17.9,20.8,Yes,No
10/04/2010,Adelaide,15.3,22.7,0.4,NA,7.9,WSW,50,W,WSW,15,19,77,66,1013.3,1011,NA,NA,18.5,21,No,No
11/04/2010,Adelaide,15.1,19.4,0.6,NA,7.3,WSW,48,SW,SSW,22,15,58,48,1016.2,1016.6,NA,NA,17.1,18,No,No
12/04/2010,Adelaide,7.4,19.9,0,NA,9.6,WSW,35,NNE,SW,2,20,56,44,1024,1022.2,NA,NA,13.3,19.2,No,No
13/04/2010,Adelaide,8.4,19.9,0,11.2,10.6,W,24,ESE,SSW,6,9,52,44,1028.1,1024.7,NA,NA,15.6,19.2,No,No
14/04/2010,Adelaide,9.6,21.8,0,2.8,9.9,SSW,22,NA,WSW,0,11,60,41,1025.5,1022.4,NA,NA,15.6,21,No,No
15/04/2010,Adelaide,9.7,22.9,0,2.4,10.8,E,26,ENE,WSW,9,17,54,45,1025,1022.3,NA,NA,17.6,21.9,No,No
16/04/2010,Adelaide,10.9,25,0,3.2,9.4,NW,28,NNE,SW,13,15,45,38,1022.2,1018.8,NA,NA,18.7,22.7,No,No
17/04/2010,Adelaide,14,28.5,0,NA,6.4,NNE,30,NNE,WSW,9,9,29,30,1020.1,1017.3,NA,NA,22.7,25.9,No,No
18/04/2010,Adelaide,17.2,27.3,0.6,NA,4.4,NNW,30,NE,NNW,17,13,46,28,1018.5,1016,NA,NA,22.4,26.5,No,No
19/04/2010,Adelaide,15.5,24.6,0.8,9.6,5.6,SW,20,NE,SW,9,9,86,58,1019.1,1016.8,NA,NA,18.1,23.3,No,No
20/04/2010,Adelaide,15.5,27.8,0,2.4,5.6,N,31,NA,SSE,0,13,72,46,1018.6,1015.4,NA,NA,20.1,27.5,No,No
21/04/2010,Adelaide,14.5,28.6,0,2.6,10.6,NW,24,N,SW,2,15,64,48,1019.5,1017.2,NA,NA,21.5,26.7,No,No
22/04/2010,Adelaide,16.7,30.2,0,3.2,10.6,NW,35,N,NNW,9,17,52,33,1019.9,1016.6,NA,NA,23.8,29.4,No,No
23/04/2010,Adelaide,20.4,26,0,4.4,1,NNE,30,NNW,NW,11,9,57,55,1016.6,1013.2,NA,NA,22.9,22.9,No,No
24/04/2010,Adelaide,17.4,21.2,0,NA,4.2,WSW,52,W,WSW,17,22,75,59,1013.8,1012.4,NA,NA,17.6,18.7,No,Yes
25/04/2010,Adelaide,12.5,20,4.2,NA,9.9,SW,33,S,WSW,9,15,76,52,1021.8,1022.3,NA,NA,16.2,19.7,Yes,No
26/04/2010,Adelaide,9.1,22.4,0,NA,5.6,NNW,44,NNE,NNW,11,19,52,39,1023.5,1019.7,NA,NA,17.5,20.4,No,No
27/04/2010,Adelaide,15.4,20.1,0.2,10,7.7,NA,NA,S,SW,13,19,67,42,1021.4,1020.6,NA,NA,17,19,No,No
28/04/2010,Adelaide,10.3,18.3,0,3,1.6,W,44,NNE,WNW,7,24,73,72,1023.6,1021.5,NA,NA,13.5,17.5,No,Yes
29/04/2010,Adelaide,13.5,19.2,2.6,1.2,2.6,WSW,35,NA,SW,0,13,78,57,1025.7,1025.2,NA,NA,16.6,17.7,Yes,No
30/04/2010,Adelaide,10.8,21.2,0,1.8,6.6,ENE,22,ENE,NW,9,7,66,48,1028.4,1024.7,NA,NA,15.7,21,No,No
01/05/2010,Adelaide,11.9,25.3,0,NA,10.3,NNW,35,N,NW,11,17,58,36,1023.8,1020.8,NA,NA,18.1,24.8,No,No
02/05/2010,Adelaide,13.1,20.3,0,NA,3,ESE,41,SSE,ESE,13,13,67,46,1026.2,1024.9,NA,NA,17.1,19.5,No,No
03/05/2010,Adelaide,14.8,26.3,0,9.2,8,NNW,37,NNE,NW,11,19,48,30,1021.2,1015.6,NA,NA,19.2,24.6,No,Yes
04/05/2010,Adelaide,14.7,17.7,5.2,3,4.2,W,54,WSW,WSW,24,15,89,67,1014.4,1015,NA,NA,14.8,15.4,Yes,Yes
05/05/2010,Adelaide,11.1,17.1,1.4,3,3.2,W,48,NA,WSW,0,11,65,74,1021.8,1020.9,NA,NA,14.8,14.8,Yes,Yes
06/05/2010,Adelaide,11.8,19.7,4.2,0.8,4.8,W,24,N,W,7,13,93,67,1024.8,1022.9,NA,NA,13.3,18.1,Yes,No
07/05/2010,Adelaide,12.1,20,0,1.8,4,WNW,28,N,WNW,9,13,68,68,1024.6,1022.6,NA,NA,15.6,19,No,No
08/05/2010,Adelaide,14.5,21.9,0.6,NA,6.5,WNW,20,N,NW,7,9,90,53,1024.6,1021.3,NA,NA,15.8,21.1,No,No
09/05/2010,Adelaide,10.5,23.6,0,NA,10.3,W,30,NE,NW,9,15,63,43,1020.6,1016.7,NA,NA,17.5,23.3,No,No
10/05/2010,Adelaide,11.8,23.4,0,5.6,9.5,NNW,46,NNE,WNW,9,20,40,28,1014.7,1010.8,NA,NA,17.8,23.3,No,No
11/05/2010,Adelaide,12.3,16.4,0,3.4,9.6,SW,48,SW,SSW,22,20,43,39,1019.8,1021,NA,NA,14.4,15.6,No,No
12/05/2010,Adelaide,8.9,16.8,0,3.2,4.1,SW,19,NNE,SE,9,7,59,43,1027.4,1025.6,NA,NA,12.5,15.5,No,No
13/05/2010,Adelaide,6,18.5,0,1.6,9.9,NNW,24,NE,N,9,9,51,36,1026.5,1021.7,NA,NA,13.3,18,No,No
14/05/2010,Adelaide,5.9,19.9,0,2,9.8,NW,24,NNE,W,9,11,43,28,1021.6,1017.4,NA,NA,13.8,18.5,No,No
15/05/2010,Adelaide,4.3,19.3,0,NA,4,NE,22,NA,NE,0,11,57,24,1018.9,1015.6,NA,NA,9.8,18.3,No,No
16/05/2010,Adelaide,7,20.7,0,NA,8.4,NNW,26,NNE,W,4,11,43,34,1017.7,1016.3,NA,NA,14.8,19.8,No,No
17/05/2010,Adelaide,7,20.4,0,6.4,9.5,NW,17,NA,WNW,0,11,62,36,1020.8,1018.5,NA,NA,13.1,19.9,No,No
18/05/2010,Adelaide,6.5,20.1,0,1.6,9.4,WSW,17,NE,WNW,6,6,66,50,1022.3,1019.9,NA,NA,12.7,20,No,No
19/05/2010,Adelaide,7.8,20.9,0,1,6,NNE,15,NNE,WNW,6,9,62,37,1023.2,1020.3,NA,NA,13.8,20.3,No,No
20/05/2010,Adelaide,11.5,21,0,1.4,5,ESE,24,NNE,NW,6,9,54,44,1022.2,1020,NA,NA,14.9,20.3,No,No
21/05/2010,Adelaide,7.1,20.2,0,1.2,9.6,W,22,NA,SW,0,15,60,40,1023.6,1021.2,NA,NA,14,19.5,No,No
22/05/2010,Adelaide,7,21.3,0,NA,9.2,NE,28,ENE,WSW,2,9,64,33,1022.6,1018.2,NA,NA,13.6,20.5,No,No
23/05/2010,Adelaide,12.9,16.7,0,NA,0.4,NE,54,NE,NNE,17,24,42,56,1014.6,1010.2,NA,NA,14.9,13.9,No,Yes
24/05/2010,Adelaide,11.2,20.4,5,6.2,3.3,NE,35,NNE,N,11,7,76,69,1006.2,1003.1,NA,NA,15.2,19.3,Yes,Yes
25/05/2010,Adelaide,13.1,17.8,20,0.6,2,SE,31,NA,S,0,15,97,65,1005.9,1006.6,NA,NA,13.8,17.5,Yes,No
26/05/2010,Adelaide,13.7,19.3,0.6,1.6,5.4,SW,28,SW,WSW,7,17,78,61,1014.7,1013.8,NA,NA,15.8,18.2,No,No
27/05/2010,Adelaide,9.2,19.5,0,1.6,5.6,N,26,N,N,2,17,83,48,1018.3,1014.2,NA,NA,12.9,19,No,No
28/05/2010,Adelaide,12.9,17.2,0,2.4,0,NNE,31,NNE,NNW,13,15,50,80,1009.2,1005.7,NA,NA,16.5,14.5,No,NA
29/05/2010,Adelaide,12.1,14.8,NA,NA,2.3,SW,50,WSW,SSW,22,15,66,89,1008.2,1010.3,NA,NA,14.1,14,NA,Yes
30/05/2010,Adelaide,11.6,17,17.8,NA,1.3,SSW,39,SW,SSW,9,17,92,76,1018.8,1018.3,NA,NA,14.2,15.6,Yes,Yes
31/05/2010,Adelaide,11.6,17.2,2,1.8,4.6,SSE,28,SSW,S,7,9,77,56,1021.1,1018.3,NA,NA,13.7,16.9,Yes,No
01/06/2010,Adelaide,10.9,16.2,0,1.2,0.4,WNW,19,E,W,6,7,87,79,1019.4,1017.4,NA,NA,13.4,14.7,No,No
02/06/2010,Adelaide,6.8,17.9,0.2,0.4,5.7,WSW,20,NE,WSW,6,15,77,65,1022.7,1022.5,NA,NA,11.9,16,No,No
03/06/2010,Adelaide,5.6,17.6,0,1.4,9.2,W,22,NA,WSW,0,13,82,49,1026.8,1024.4,NA,NA,10.9,16.9,No,No
04/06/2010,Adelaide,4.8,17,0,1,8.7,W,24,NA,W,0,17,78,67,1025.5,1023.1,NA,NA,10.1,15.7,No,NA
05/06/2010,Adelaide,9.9,16.9,NA,NA,7.7,S,35,NA,SSE,0,13,87,61,1023.7,1023.1,NA,NA,12.7,15.8,NA,No
06/06/2010,Adelaide,5.7,14.3,0.2,NA,1.5,WSW,20,NNE,NA,4,0,82,80,1029,1028.1,NA,NA,9.4,12.4,No,No
07/06/2010,Adelaide,6.5,15.5,0.6,3,5.3,WNW,22,NE,NW,4,9,86,41,1028.9,1025.9,NA,NA,8.6,14.9,No,No
08/06/2010,Adelaide,6.6,15.9,0.4,1.4,4.5,W,61,NNE,NW,9,28,74,44,1022.7,1017.3,NA,NA,10.5,15.1,No,Yes
09/06/2010,Adelaide,8.7,15.1,6.4,1.6,5.5,SW,61,WSW,SSW,17,26,67,72,1019.5,1020.4,NA,NA,13.4,13.6,Yes,Yes
10/06/2010,Adelaide,7.3,16.3,1.4,1.4,2.9,W,31,E,W,2,17,92,64,1028.5,1026.7,NA,NA,9.6,14.9,Yes,Yes
11/06/2010,Adelaide,9.6,16.1,1.4,0.8,3.9,SW,35,SSW,SW,6,24,78,58,1028.3,1026.4,NA,NA,13.3,15,Yes,No
12/06/2010,Adelaide,6.9,16,0,NA,5.3,W,24,NA,WSW,0,13,90,61,1030,1028.7,NA,NA,9.1,15,No,No
13/06/2010,Adelaide,4.3,13.4,0,NA,1.1,SSW,20,NA,SW,0,13,74,49,1034,1032,NA,NA,8.4,12.5,No,No
14/06/2010,Adelaide,2.2,13.8,0,NA,9.2,NNE,26,ENE,NNE,4,6,79,38,1034.4,1030.8,NA,NA,6.5,13.6,No,No
15/06/2010,Adelaide,2.3,14,0,5,8.4,NNW,24,NE,WNW,6,7,59,43,1029.2,1025.1,NA,NA,8.8,13.8,No,No
16/06/2010,Adelaide,6.1,16.9,0,2,1,NNW,54,NNE,NNW,11,28,53,45,1019.3,1011.5,NA,NA,12.7,16.3,No,Yes
17/06/2010,Adelaide,12,16.3,6.4,1.2,4.8,WSW,65,WNW,WSW,19,24,77,57,1014.4,1015.8,NA,NA,13.1,14.5,Yes,No
